20220621	15:53:04	d2a5a0d4-58ce-4129-a485-77ff8f9a5dbb	//GET
20220623	02:10:10	56ec8c4e-468a-4e16-b9cd-b4921741cc7c	/new-page.html	GET
20220623	02:10:10	a44dbd48-60c0-41cb-9278-3ff00b7641fb	/css/style.css	GET
20220623	02:10:10	345900e1-fe11-4bbd-a269-9d5830ec4778	/img/node-js.png	GET
20220623	02:11:53	ea1c161f-8312-472b-9c9c-d10674dfc435	/new-page.html	GET
20220623	02:14:29	097f0b2d-9dfa-4a1e-805b-5a2e4e0a5b84	/new-page.html	GET
20220623	02:14:29	b3cb3dc9-a6b3-4e8c-82d9-22f0ba214ec5	/css/style.css	GET
20220623	02:14:29	84430ab0-6d43-443a-8628-214bc24817cd	/img/node-js.png	GET
20220623	02:14:36	4c954d1b-cfe4-4c8f-bcb8-e494e9bf3173	/	GET
20220623	02:14:36	884b9c86-edb4-4205-a8fb-e94cdc2598b7	/css/style.css	GET
